iter	MultiClass
0	1.027208392
1	0.9497358175
2	0.8873898104
3	0.8247439309
4	0.7728903804
5	0.7212933601
6	0.6830500418
7	0.6385958568
8	0.6007278051
9	0.5684525699
10	0.5449881544
11	0.5199655021
12	0.49271118
13	0.4598270377
14	0.4379604426
15	0.4186859843
16	0.399189779
17	0.3843035701
18	0.3701039895
19	0.354206294
20	0.3370671242
21	0.3248590733
22	0.3114698368
23	0.3015650588
24	0.2889221231
25	0.2779743939
26	0.2669413739
27	0.2552619755
28	0.2474458555
29	0.2380248564
30	0.2291183445
31	0.2225703582
32	0.2145893071
33	0.2070849543
34	0.199799201
35	0.1913320935
36	0.1850214743
37	0.1780638405
38	0.1715890072
39	0.1667368028
40	0.1611289029
41	0.1553849843
42	0.1511277912
43	0.1477683798
44	0.1429626976
45	0.1374010626
46	0.1329651369
47	0.1296247152
48	0.125952127
49	0.1223466522
50	0.1179746566
51	0.1144174582
52	0.1111061596
53	0.1088796505
54	0.1058650486
55	0.1029046891
56	0.1005532841
57	0.09784292563
58	0.09568264357
59	0.09301717121
60	0.09070594582
61	0.08875666761
62	0.08674094116
63	0.08481025196
64	0.08196266182
65	0.08016232134
66	0.07814435956
67	0.07633113333
68	0.07438924069
69	0.07261387883
70	0.070925774
71	0.06922255936
72	0.06807188567
73	0.06629400603
74	0.06493975231
75	0.06380941261
76	0.06258806064
77	0.06136171472
78	0.06031609317
79	0.05921115505
80	0.05730072542
81	0.05615196295
82	0.05520049167
83	0.05449349212
84	0.05309515263
85	0.05229386287
86	0.05125387312
87	0.05048877795
88	0.04983721046
89	0.04893154406
90	0.04786406988
91	0.047301687
92	0.04677112277
93	0.04628175872
94	0.04534445671
95	0.04487335209
96	0.04402530225
97	0.04337785509
98	0.04272333028
99	0.04220090795
100	0.04149048044
101	0.04090207132
102	0.04034297231
103	0.03996233026
104	0.03936448655
105	0.03877014523
106	0.03835405044
107	0.03795209045
108	0.03740354411
109	0.03691506913
110	0.03644055127
111	0.0359667402
112	0.03568451203
113	0.03528292695
114	0.03495921269
115	0.03448033324
116	0.03406844084
117	0.03356481269
118	0.03333237405
119	0.03300998757
120	0.03263478069
121	0.03223230883
122	0.03196107713
123	0.03168109859
124	0.03138434095
125	0.03114311802
126	0.03084098142
127	0.03050298582
128	0.03020314087
129	0.02993973265
130	0.02964484931
131	0.02942050224
132	0.02911374931
133	0.02883868578
134	0.02857933583
135	0.02827805703
136	0.02804862056
137	0.02773791471
138	0.02747119214
139	0.02722413688
140	0.02690797907
141	0.02667951263
142	0.02651659691
143	0.02630595542
144	0.02613692273
145	0.02584022092
146	0.02567265389
147	0.02551087768
148	0.02535245089
149	0.02520278829
150	0.02498035055
151	0.02479799062
152	0.02459767304
153	0.02446106309
154	0.02425047725
155	0.02403538766
156	0.02387496473
157	0.02369068511
158	0.0234941742
159	0.02332541297
160	0.02316656457
161	0.02302420425
162	0.02281035493
163	0.0226681983
164	0.02250969527
165	0.02235873266
166	0.02217836274
167	0.02203673023
168	0.02187872489
169	0.02172870735
170	0.02164134794
171	0.02151916766
172	0.02135470695
173	0.02123303596
174	0.02112049076
175	0.02093864779
176	0.02080089501
177	0.02064694741
178	0.02053423752
179	0.02039890425
180	0.02027504845
181	0.02016360285
182	0.02007171766
183	0.01993014142
184	0.01984937159
185	0.0197429655
186	0.01962389427
187	0.0195232315
188	0.01941541877
189	0.0193024567
190	0.01918746289
191	0.01907294407
192	0.01891480755
193	0.01879756706
194	0.01864395664
195	0.01852913683
196	0.01837627079
197	0.01830953614
198	0.0182304881
199	0.01809654893
200	0.01799795862
201	0.01787953601
202	0.01777257252
203	0.01769031716
204	0.0176199156
205	0.01748698331
206	0.01739857663
207	0.01730411177
208	0.01722328388
209	0.01715293827
210	0.01706889646
211	0.01696629548
212	0.016894924
213	0.01679566754
214	0.01671059729
215	0.01661834195
216	0.01652300569
217	0.01643222628
218	0.0163371164
219	0.01624677546
220	0.01610671915
221	0.01601560892
222	0.01592214359
223	0.01584258625
224	0.01579608375
225	0.01573037509
226	0.01564137624
227	0.01554687273
228	0.01546945963
229	0.01539901443
230	0.01530159792
231	0.01523735571
232	0.01516546188
233	0.01507250076
234	0.01499928996
235	0.01493724946
236	0.01485112633
237	0.01474033047
238	0.01466492197
239	0.01459009801
240	0.01452904813
241	0.01448935802
242	0.01442747892
243	0.01437093628
244	0.01429771481
245	0.01424398825
246	0.01417599886
247	0.01410995206
248	0.0140636283
249	0.01400729906
250	0.01393422251
251	0.01385414326
252	0.01379119887
253	0.01373666393
254	0.01368264595
255	0.01363874401
256	0.01357401914
257	0.01350610036
258	0.01343289194
259	0.01337002702
260	0.0132894912
261	0.0132480448
262	0.0132076326
263	0.01314714276
264	0.01309937814
265	0.01303426491
266	0.01293612959
267	0.01288525565
268	0.01282784279
269	0.01276280625
270	0.01271763093
271	0.01264483388
272	0.01259513664
273	0.01254313996
274	0.01247889466
275	0.0124228931
276	0.01237756809
277	0.01232090164
278	0.01226274004
279	0.01220324348
280	0.01214419202
281	0.01208406402
282	0.01202006462
283	0.01196879722
284	0.01191043324
285	0.01184936193
286	0.0118009715
287	0.01176391573
288	0.01171783764
289	0.01165645335
290	0.01162608472
291	0.01158476718
292	0.0115613222
293	0.01153017764
294	0.01148589482
295	0.01144045766
296	0.01138549145
297	0.01133490995
298	0.01128199925
299	0.01125531002
300	0.01120293435
301	0.01116737173
302	0.01110454142
303	0.01105021474
304	0.0110052116
305	0.01095994709
306	0.01093117031
307	0.01088688849
308	0.01083758496
309	0.01081169366
310	0.01078226873
311	0.0107375622
312	0.01070006764
313	0.0106750436
314	0.01064856974
315	0.01061642631
316	0.01056756998
317	0.0105269775
318	0.01049322382
319	0.01044380486
320	0.01040550735
321	0.01036792642
322	0.01033080814
323	0.01029350121
324	0.0102366077
325	0.01021555815
326	0.01016995692
327	0.01012411515
328	0.01008921111
329	0.01004692293
330	0.01001731043
331	0.009980921585
332	0.009950452586
333	0.009928834762
334	0.009899966716
335	0.009859734407
336	0.009834656193
337	0.009798914673
338	0.009757681459
339	0.009725622402
340	0.009691094636
341	0.009664303924
342	0.009632689515
343	0.009602653967
344	0.009576905463
345	0.009546608171
346	0.009517606529
347	0.009480087221
348	0.009451356395
349	0.009400835966
350	0.009376835485
351	0.009356593563
352	0.009322389177
353	0.009302944182
354	0.009270661053
355	0.009245780828
356	0.009217367758
357	0.009200723249
358	0.009166955618
359	0.009146417789
360	0.009121540176
361	0.009090587571
362	0.009067284442
363	0.009038756812
364	0.009010317627
365	0.008988209344
366	0.008959824102
367	0.008938334552
368	0.008914555399
369	0.008889016792
370	0.008854448882
371	0.008826578051
372	0.008806240738
373	0.008785979001
374	0.008766842431
375	0.008741659869
376	0.008715398437
377	0.008696006432
378	0.008664827843
379	0.008645066524
380	0.008617972348
381	0.008593528868
382	0.008564580575
383	0.008531497601
384	0.008495342065
385	0.008464497917
386	0.008444571207
387	0.008424228766
388	0.008397894136
389	0.008369202563
390	0.008337603808
391	0.0083133248
392	0.008285679887
393	0.008257378545
394	0.00823277833
395	0.00821611832
396	0.008190302633
397	0.008169420643
398	0.008139284545
399	0.008108425029
400	0.008089171149
401	0.008072485576
402	0.008051257761
403	0.008026646651
404	0.008003195347
405	0.00797938211
406	0.00795161586
407	0.007929130165
408	0.007912438137
409	0.00787749887
410	0.007861387435
411	0.007838280199
412	0.007814087806
413	0.007795274881
414	0.007770930488
415	0.007751570187
416	0.007727157154
417	0.007708922933
418	0.00768434998
419	0.007667140115
420	0.007644082689
421	0.007623537557
422	0.007596615437
423	0.007574112388
424	0.007553029123
425	0.007535000107
426	0.007517568466
427	0.007502861171
428	0.007487368292
429	0.007463638655
430	0.007441513686
431	0.007420582087
432	0.007407318963
433	0.007393780951
434	0.007369800584
435	0.007358637194
436	0.007336789566
437	0.007318714124
438	0.007298397894
439	0.0072693503
440	0.007244841723
441	0.007227744552
442	0.007212565884
443	0.007193964145
444	0.007175260827
445	0.007159045697
446	0.007138937351
447	0.007119376207
448	0.007101377097
449	0.007081002342
450	0.007070911655
451	0.007047773441
452	0.007032823105
453	0.007011544448
454	0.006991736958
455	0.00697265956
456	0.006956797864
457	0.006940690913
458	0.006923741128
459	0.006903792252
460	0.006886767383
461	0.006868514021
462	0.006849952732
463	0.006835251075
464	0.006821418412
465	0.006809865272
466	0.006793111427
467	0.006782675527
468	0.006766279572
469	0.006753838362
470	0.00673710626
471	0.006720969782
472	0.006704055436
473	0.00668736357
474	0.006672562109
475	0.006657570711
476	0.006639828546
477	0.006628405067
478	0.006616171105
479	0.00659933578
480	0.006579778555
481	0.006568639056
482	0.006549221857
483	0.00653473907
484	0.006516372342
485	0.006499746567
486	0.006484784804
487	0.006470541125
488	0.006454530581
489	0.006435900578
490	0.00641820896
491	0.006403139112
492	0.006393077071
493	0.006378427769
494	0.006364261869
495	0.006352466346
496	0.006338015168
497	0.006327961249
498	0.00631269355
499	0.006300602067
500	0.00629007198
501	0.00627749155
502	0.006266359595
503	0.006253288431
504	0.006245441674
505	0.006233051379
506	0.006215716447
507	0.006199147082
508	0.00618112299
509	0.006164846269
510	0.006150129669
511	0.006139293906
512	0.006122611504
513	0.006107490824
514	0.006095724337
515	0.006086173039
516	0.006070179205
517	0.006056708589
518	0.006040208813
519	0.006031394348
520	0.006015187183
521	0.006007234464
522	0.005994962405
523	0.00598888089
524	0.005979874187
525	0.005966004835
526	0.00595007385
527	0.005931926206
528	0.00592263069
529	0.00590862492
530	0.005899303619
531	0.005890824488
532	0.005874255267
533	0.005864401087
534	0.00585103958
535	0.005837876838
536	0.005827038069
537	0.005816331752
538	0.005801443792
539	0.005793525644
540	0.00578091795
541	0.005771634861
542	0.00575569939
543	0.00574432096
544	0.005730329866
545	0.005713246267
546	0.005698806476
547	0.00568777145
548	0.005681451153
549	0.005673445636
550	0.005661824636
551	0.005648526479
552	0.005637255384
553	0.005629516192
554	0.005617724137
555	0.005607625893
556	0.005596811102
557	0.005587250361
558	0.005578015011
559	0.005567800609
560	0.005554920468
561	0.005543009744
562	0.005534195893
563	0.005523197583
564	0.00551361083
565	0.005504039396
566	0.005496173668
567	0.005484247674
568	0.005476638067
569	0.005466321392
570	0.005456766554
571	0.005448075258
572	0.005433970711
573	0.005428848796
574	0.005420886099
575	0.005412664883
576	0.005399898701
577	0.005389541342
578	0.005375715066
579	0.005365343681
580	0.005354023816
581	0.00534243714
582	0.00533399768
583	0.005324864429
584	0.005317013812
585	0.005305803188
586	0.005295175803
587	0.005281920686
588	0.005275017364
589	0.005259070261
590	0.005250080706
591	0.005241769126
592	0.005231882082
593	0.005223220538
594	0.00521619298
595	0.005205410309
596	0.005199887813
597	0.005194120401
598	0.00518436772
599	0.005173922713
600	0.005165718033
601	0.005155835495
602	0.005149915459
603	0.005140697102
604	0.005133463513
605	0.00512823698
606	0.005118285968
607	0.005107711372
608	0.005097659873
609	0.005090817075
610	0.005082109632
611	0.005071889022
612	0.005062881043
613	0.005057738231
614	0.005047269322
615	0.005037479014
616	0.005027122657
617	0.005015030779
618	0.005003641374
619	0.004991352269
620	0.004981854812
621	0.00497503537
622	0.004969603591
623	0.004961657082
624	0.004949399971
625	0.004939028832
626	0.004932552234
627	0.004927572947
628	0.00491792652
629	0.004908256913
630	0.004901858242
631	0.004891986602
632	0.004883683416
633	0.004874363521
634	0.004868924981
635	0.004862196669
636	0.004855082047
637	0.004844566351
638	0.004834040182
639	0.004824457686
640	0.004815121064
641	0.004805839702
642	0.004797853418
643	0.00478765552
644	0.004778710519
645	0.004772900126
646	0.004764156701
647	0.004755270904
648	0.004744398669
649	0.004735622466
650	0.004726660756
651	0.004716610433
652	0.004711007821
653	0.00470403487
654	0.00469551816
655	0.00468264655
656	0.004677097619
657	0.004668111142
658	0.00465998849
659	0.004654441919
660	0.004648956729
661	0.004644952243
662	0.004637668451
663	0.004628338803
664	0.004617399714
665	0.004610929036
666	0.004604469132
667	0.004596653961
668	0.004591891049
669	0.00458544272
670	0.004579678449
671	0.004573827912
672	0.00456867244
673	0.004563376939
674	0.004558075365
675	0.00455200745
676	0.004542513726
677	0.004536471252
678	0.00453152566
679	0.004522922123
680	0.004518648057
681	0.0045130258
682	0.004508679207
